id,name,base_xp,height,weight,nabilities,abilities,meanstats,stats,ntypes,types,islegendary
405,luxray,262,140,42.0,3,"['rivalry', 'intimidate', 'guts']",87,"{'hp': 80, 'attack': 120, 'defense': 79, 'special-attack': 95, 'special-defense': 79, 'speed': 70}",1,['electric'],0
406,budew,56,20,1.2,3,"['natural-cure', 'poison-point', 'leaf-guard']",46,"{'hp': 40, 'attack': 30, 'defense': 35, 'special-attack': 50, 'special-defense': 70, 'speed': 55}",2,"['grass', 'poison']",0
407,roserade,258,90,14.5,3,"['natural-cure', 'poison-point', 'technician']",85,"{'hp': 60, 'attack': 70, 'defense': 65, 'special-attack': 125, 'special-defense': 105, 'speed': 90}",2,"['grass', 'poison']",0
408,cranidos,70,90,31.5,2,"['mold-breaker', 'sheer-force']",58,"{'hp': 67, 'attack': 125, 'defense': 40, 'special-attack': 30, 'special-defense': 30, 'speed': 58}",1,['rock'],0
409,rampardos,173,160,102.5,2,"['mold-breaker', 'sheer-force']",82,"{'hp': 97, 'attack': 165, 'defense': 60, 'special-attack': 65, 'special-defense': 50, 'speed': 58}",1,['rock'],0
410,shieldon,70,50,57.0,2,"['sturdy', 'soundproof']",58,"{'hp': 30, 'attack': 42, 'defense': 118, 'special-attack': 42, 'special-defense': 88, 'speed': 30}",2,"['rock', 'steel']",0
411,bastiodon,173,130,149.5,2,"['sturdy', 'soundproof']",82,"{'hp': 60, 'attack': 52, 'defense': 168, 'special-attack': 47, 'special-defense': 138, 'speed': 30}",2,"['rock', 'steel']",0
412,burmy,45,20,3.4,2,"['shed-skin', 'overcoat']",37,"{'hp': 40, 'attack': 29, 'defense': 45, 'special-attack': 29, 'special-defense': 45, 'speed': 36}",1,['bug'],0
413,wormadam-plant,148,50,6.5,2,"['anticipation', 'overcoat']",70,"{'hp': 60, 'attack': 59, 'defense': 85, 'special-attack': 79, 'special-defense': 105, 'speed': 36}",2,"['bug', 'grass']",0
414,mothim,148,90,23.3,2,"['swarm', 'tinted-lens']",70,"{'hp': 70, 'attack': 94, 'defense': 50, 'special-attack': 94, 'special-defense': 50, 'speed': 66}",2,"['bug', 'flying']",0
415,combee,49,30,5.5,2,"['honey-gather', 'hustle']",40,"{'hp': 30, 'attack': 30, 'defense': 42, 'special-attack': 30, 'special-defense': 42, 'speed': 70}",2,"['bug', 'flying']",0
416,vespiquen,166,120,38.5,2,"['pressure', 'unnerve']",79,"{'hp': 70, 'attack': 80, 'defense': 102, 'special-attack': 80, 'special-defense': 102, 'speed': 40}",2,"['bug', 'flying']",0
417,pachirisu,142,40,3.9,3,"['run-away', 'pickup', 'volt-absorb']",67,"{'hp': 60, 'attack': 45, 'defense': 70, 'special-attack': 45, 'special-defense': 90, 'speed': 95}",1,['electric'],0
418,buizel,66,70,29.5,2,"['swift-swim', 'water-veil']",55,"{'hp': 55, 'attack': 65, 'defense': 35, 'special-attack': 60, 'special-defense': 30, 'speed': 85}",1,['water'],0
419,floatzel,173,110,33.5,2,"['swift-swim', 'water-veil']",82,"{'hp': 85, 'attack': 105, 'defense': 55, 'special-attack': 85, 'special-defense': 50, 'speed': 115}",1,['water'],0
420,cherubi,55,40,3.3,1,['chlorophyll'],45,"{'hp': 45, 'attack': 35, 'defense': 45, 'special-attack': 62, 'special-defense': 53, 'speed': 35}",1,['grass'],0
421,cherrim,158,50,9.3,1,['flower-gift'],75,"{'hp': 70, 'attack': 60, 'defense': 70, 'special-attack': 87, 'special-defense': 78, 'speed': 85}",1,['grass'],0
422,shellos,65,30,6.3,3,"['sticky-hold', 'storm-drain', 'sand-force']",54,"{'hp': 76, 'attack': 48, 'defense': 48, 'special-attack': 57, 'special-defense': 62, 'speed': 34}",1,['water'],0
423,gastrodon,166,90,29.9,3,"['sticky-hold', 'storm-drain', 'sand-force']",79,"{'hp': 111, 'attack': 83, 'defense': 68, 'special-attack': 92, 'special-defense': 82, 'speed': 39}",2,"['water', 'ground']",0
424,ambipom,169,120,20.3,3,"['technician', 'pickup', 'skill-link']",80,"{'hp': 75, 'attack': 100, 'defense': 66, 'special-attack': 60, 'special-defense': 66, 'speed': 115}",1,['normal'],0
425,drifloon,70,40,1.2,3,"['aftermath', 'unburden', 'flare-boost']",58,"{'hp': 90, 'attack': 50, 'defense': 34, 'special-attack': 60, 'special-defense': 44, 'speed': 70}",2,"['ghost', 'flying']",0
426,drifblim,174,120,15.0,3,"['aftermath', 'unburden', 'flare-boost']",83,"{'hp': 150, 'attack': 80, 'defense': 44, 'special-attack': 90, 'special-defense': 54, 'speed': 80}",2,"['ghost', 'flying']",0
427,buneary,70,40,5.5,3,"['run-away', 'klutz', 'limber']",58,"{'hp': 55, 'attack': 66, 'defense': 44, 'special-attack': 44, 'special-defense': 56, 'speed': 85}",1,['normal'],0
428,lopunny,168,120,33.3,3,"['cute-charm', 'klutz', 'limber']",80,"{'hp': 65, 'attack': 76, 'defense': 84, 'special-attack': 54, 'special-defense': 96, 'speed': 105}",1,['normal'],0
429,mismagius,173,90,4.4,1,['levitate'],82,"{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 105, 'special-defense': 105, 'speed': 105}",1,['ghost'],0
430,honchkrow,177,90,27.3,3,"['insomnia', 'super-luck', 'moxie']",84,"{'hp': 100, 'attack': 125, 'defense': 52, 'special-attack': 105, 'special-defense': 52, 'speed': 71}",2,"['dark', 'flying']",0
431,glameow,62,50,3.9,3,"['limber', 'own-tempo', 'keen-eye']",51,"{'hp': 49, 'attack': 55, 'defense': 42, 'special-attack': 42, 'special-defense': 37, 'speed': 85}",1,['normal'],0
432,purugly,158,100,43.8,3,"['thick-fat', 'own-tempo', 'defiant']",75,"{'hp': 71, 'attack': 82, 'defense': 64, 'special-attack': 64, 'special-defense': 59, 'speed': 112}",1,['normal'],0
433,chingling,57,20,0.6,1,['levitate'],47,"{'hp': 45, 'attack': 30, 'defense': 50, 'special-attack': 65, 'special-defense': 50, 'speed': 45}",1,['psychic'],0
434,stunky,66,40,19.2,3,"['stench', 'aftermath', 'keen-eye']",54,"{'hp': 63, 'attack': 63, 'defense': 47, 'special-attack': 41, 'special-defense': 41, 'speed': 74}",2,"['poison', 'dark']",0
435,skuntank,168,100,38.0,3,"['stench', 'aftermath', 'keen-eye']",79,"{'hp': 103, 'attack': 93, 'defense': 67, 'special-attack': 71, 'special-defense': 61, 'speed': 84}",2,"['poison', 'dark']",0
436,bronzor,60,50,60.5,3,"['levitate', 'heatproof', 'heavy-metal']",50,"{'hp': 57, 'attack': 24, 'defense': 86, 'special-attack': 24, 'special-defense': 86, 'speed': 23}",2,"['steel', 'psychic']",0
437,bronzong,175,130,187.0,3,"['levitate', 'heatproof', 'heavy-metal']",83,"{'hp': 67, 'attack': 89, 'defense': 116, 'special-attack': 79, 'special-defense': 116, 'speed': 33}",2,"['steel', 'psychic']",0
438,bonsly,58,50,15.0,3,"['sturdy', 'rock-head', 'rattled']",48,"{'hp': 50, 'attack': 80, 'defense': 95, 'special-attack': 10, 'special-defense': 45, 'speed': 10}",1,['rock'],0
439,mime-jr,62,60,13.0,3,"['soundproof', 'filter', 'technician']",51,"{'hp': 20, 'attack': 25, 'defense': 45, 'special-attack': 70, 'special-defense': 90, 'speed': 60}",2,"['psychic', 'fairy']",0
440,happiny,110,60,24.4,3,"['natural-cure', 'serene-grace', 'friend-guard']",36,"{'hp': 100, 'attack': 5, 'defense': 5, 'special-attack': 15, 'special-defense': 65, 'speed': 30}",1,['normal'],0
441,chatot,144,50,1.9,3,"['keen-eye', 'tangled-feet', 'big-pecks']",68,"{'hp': 76, 'attack': 65, 'defense': 45, 'special-attack': 92, 'special-defense': 42, 'speed': 91}",2,"['normal', 'flying']",0
442,spiritomb,170,100,108.0,2,"['pressure', 'infiltrator']",80,"{'hp': 50, 'attack': 92, 'defense': 108, 'special-attack': 92, 'special-defense': 108, 'speed': 35}",2,"['ghost', 'dark']",0
443,gible,60,70,20.5,2,"['sand-veil', 'rough-skin']",50,"{'hp': 58, 'attack': 70, 'defense': 45, 'special-attack': 40, 'special-defense': 45, 'speed': 42}",2,"['dragon', 'ground']",0
444,gabite,144,140,56.0,2,"['sand-veil', 'rough-skin']",68,"{'hp': 68, 'attack': 90, 'defense': 65, 'special-attack': 50, 'special-defense': 55, 'speed': 82}",2,"['dragon', 'ground']",0
445,garchomp,300,190,95.0,2,"['sand-veil', 'rough-skin']",100,"{'hp': 108, 'attack': 130, 'defense': 95, 'special-attack': 80, 'special-defense': 85, 'speed': 102}",2,"['dragon', 'ground']",0
446,munchlax,78,60,105.0,3,"['pickup', 'thick-fat', 'gluttony']",65,"{'hp': 135, 'attack': 85, 'defense': 40, 'special-attack': 40, 'special-defense': 85, 'speed': 5}",1,['normal'],0
447,riolu,57,70,20.2,3,"['steadfast', 'inner-focus', 'prankster']",47,"{'hp': 40, 'attack': 70, 'defense': 40, 'special-attack': 35, 'special-defense': 40, 'speed': 60}",1,['fighting'],0
448,lucario,184,120,54.0,3,"['steadfast', 'inner-focus', 'justified']",87,"{'hp': 70, 'attack': 110, 'defense': 70, 'special-attack': 115, 'special-defense': 70, 'speed': 90}",2,"['fighting', 'steel']",0
449,hippopotas,66,80,49.5,2,"['sand-stream', 'sand-force']",55,"{'hp': 68, 'attack': 72, 'defense': 78, 'special-attack': 38, 'special-defense': 42, 'speed': 32}",1,['ground'],0
450,hippowdon,184,200,300.0,2,"['sand-stream', 'sand-force']",87,"{'hp': 108, 'attack': 112, 'defense': 118, 'special-attack': 68, 'special-defense': 72, 'speed': 47}",1,['ground'],0
451,skorupi,66,80,12.0,3,"['battle-armor', 'sniper', 'keen-eye']",55,"{'hp': 40, 'attack': 50, 'defense': 90, 'special-attack': 30, 'special-defense': 55, 'speed': 65}",2,"['poison', 'bug']",0
452,drapion,175,130,61.5,3,"['battle-armor', 'sniper', 'keen-eye']",83,"{'hp': 70, 'attack': 90, 'defense': 110, 'special-attack': 60, 'special-defense': 75, 'speed': 95}",2,"['poison', 'dark']",0
453,croagunk,60,70,23.0,3,"['anticipation', 'dry-skin', 'poison-touch']",50,"{'hp': 48, 'attack': 61, 'defense': 40, 'special-attack': 61, 'special-defense': 40, 'speed': 50}",2,"['poison', 'fighting']",0
454,toxicroak,172,130,44.4,3,"['anticipation', 'dry-skin', 'poison-touch']",81,"{'hp': 83, 'attack': 106, 'defense': 65, 'special-attack': 86, 'special-defense': 65, 'speed': 85}",2,"['poison', 'fighting']",0
455,carnivine,159,140,27.0,1,['levitate'],75,"{'hp': 74, 'attack': 100, 'defense': 72, 'special-attack': 90, 'special-defense': 72, 'speed': 46}",1,['grass'],0
456,finneon,66,40,7.0,3,"['swift-swim', 'storm-drain', 'water-veil']",55,"{'hp': 49, 'attack': 49, 'defense': 56, 'special-attack': 49, 'special-defense': 61, 'speed': 66}",1,['water'],0
457,lumineon,161,120,24.0,3,"['swift-swim', 'storm-drain', 'water-veil']",76,"{'hp': 69, 'attack': 69, 'defense': 76, 'special-attack': 69, 'special-defense': 86, 'speed': 91}",1,['water'],0
458,mantyke,69,100,65.0,3,"['swift-swim', 'water-absorb', 'water-veil']",57,"{'hp': 45, 'attack': 20, 'defense': 50, 'special-attack': 60, 'special-defense': 120, 'speed': 50}",2,"['water', 'flying']",0
459,snover,67,100,50.5,2,"['snow-warning', 'soundproof']",55,"{'hp': 60, 'attack': 62, 'defense': 50, 'special-attack': 62, 'special-defense': 60, 'speed': 40}",2,"['grass', 'ice']",0
460,abomasnow,173,220,135.5,2,"['snow-warning', 'soundproof']",82,"{'hp': 90, 'attack': 92, 'defense': 75, 'special-attack': 92, 'special-defense': 85, 'speed': 60}",2,"['grass', 'ice']",0
461,weavile,179,110,34.0,2,"['pressure', 'pickpocket']",85,"{'hp': 70, 'attack': 120, 'defense': 65, 'special-attack': 45, 'special-defense': 85, 'speed': 125}",2,"['dark', 'ice']",0
462,magnezone,268,120,180.0,3,"['magnet-pull', 'sturdy', 'analytic']",89,"{'hp': 70, 'attack': 70, 'defense': 115, 'special-attack': 130, 'special-defense': 90, 'speed': 60}",2,"['electric', 'steel']",0
463,lickilicky,180,170,140.0,3,"['own-tempo', 'oblivious', 'cloud-nine']",85,"{'hp': 110, 'attack': 85, 'defense': 95, 'special-attack': 80, 'special-defense': 95, 'speed': 50}",1,['normal'],0
464,rhyperior,268,240,282.8,3,"['lightning-rod', 'solid-rock', 'reckless']",89,"{'hp': 115, 'attack': 140, 'defense': 130, 'special-attack': 55, 'special-defense': 55, 'speed': 40}",2,"['ground', 'rock']",0
465,tangrowth,187,200,128.6,3,"['chlorophyll', 'leaf-guard', 'regenerator']",89,"{'hp': 100, 'attack': 100, 'defense': 125, 'special-attack': 110, 'special-defense': 50, 'speed': 50}",1,['grass'],0
466,electivire,270,180,138.6,2,"['motor-drive', 'vital-spirit']",90,"{'hp': 75, 'attack': 123, 'defense': 67, 'special-attack': 95, 'special-defense': 85, 'speed': 95}",1,['electric'],0
467,magmortar,270,160,68.0,2,"['flame-body', 'vital-spirit']",90,"{'hp': 75, 'attack': 95, 'defense': 67, 'special-attack': 125, 'special-defense': 95, 'speed': 83}",1,['fire'],0
468,togekiss,273,150,38.0,3,"['hustle', 'serene-grace', 'super-luck']",90,"{'hp': 85, 'attack': 50, 'defense': 95, 'special-attack': 120, 'special-defense': 115, 'speed': 80}",2,"['fairy', 'flying']",0
469,yanmega,180,190,51.5,3,"['speed-boost', 'tinted-lens', 'frisk']",85,"{'hp': 86, 'attack': 76, 'defense': 86, 'special-attack': 116, 'special-defense': 56, 'speed': 95}",2,"['bug', 'flying']",0
470,leafeon,184,100,25.5,2,"['leaf-guard', 'chlorophyll']",87,"{'hp': 65, 'attack': 110, 'defense': 130, 'special-attack': 60, 'special-defense': 65, 'speed': 95}",1,['grass'],0
471,glaceon,184,80,25.9,2,"['snow-cloak', 'ice-body']",87,"{'hp': 65, 'attack': 60, 'defense': 110, 'special-attack': 130, 'special-defense': 95, 'speed': 65}",1,['ice'],0
472,gliscor,179,200,42.5,3,"['hyper-cutter', 'sand-veil', 'poison-heal']",85,"{'hp': 75, 'attack': 95, 'defense': 125, 'special-attack': 45, 'special-defense': 75, 'speed': 95}",2,"['ground', 'flying']",0
473,mamoswine,265,250,291.0,3,"['oblivious', 'snow-cloak', 'thick-fat']",88,"{'hp': 110, 'attack': 130, 'defense': 80, 'special-attack': 70, 'special-defense': 60, 'speed': 80}",2,"['ice', 'ground']",0
474,porygon-z,268,90,34.0,3,"['adaptability', 'download', 'analytic']",89,"{'hp': 85, 'attack': 80, 'defense': 70, 'special-attack': 135, 'special-defense': 75, 'speed': 90}",1,['normal'],0
475,gallade,259,160,52.0,2,"['steadfast', 'justified']",86,"{'hp': 68, 'attack': 125, 'defense': 65, 'special-attack': 65, 'special-defense': 115, 'speed': 80}",2,"['psychic', 'fighting']",0
476,probopass,184,140,340.0,3,"['sturdy', 'magnet-pull', 'sand-force']",87,"{'hp': 60, 'attack': 55, 'defense': 145, 'special-attack': 75, 'special-defense': 150, 'speed': 40}",2,"['rock', 'steel']",0
477,dusknoir,263,220,106.6,2,"['pressure', 'frisk']",87,"{'hp': 45, 'attack': 100, 'defense': 135, 'special-attack': 65, 'special-defense': 135, 'speed': 45}",1,['ghost'],0
478,froslass,168,130,26.6,2,"['snow-cloak', 'cursed-body']",80,"{'hp': 70, 'attack': 80, 'defense': 70, 'special-attack': 80, 'special-defense': 70, 'speed': 110}",2,"['ice', 'ghost']",0
479,rotom,154,30,0.3,1,['levitate'],73,"{'hp': 50, 'attack': 50, 'defense': 77, 'special-attack': 95, 'special-defense': 77, 'speed': 91}",2,"['electric', 'ghost']",0
480,uxie,290,30,0.3,1,['levitate'],96,"{'hp': 75, 'attack': 75, 'defense': 130, 'special-attack': 75, 'special-defense': 130, 'speed': 95}",1,['psychic'],1
481,mesprit,290,30,0.3,1,['levitate'],96,"{'hp': 80, 'attack': 105, 'defense': 105, 'special-attack': 105, 'special-defense': 105, 'speed': 80}",1,['psychic'],1
482,azelf,290,30,0.3,1,['levitate'],96,"{'hp': 75, 'attack': 125, 'defense': 70, 'special-attack': 125, 'special-defense': 70, 'speed': 115}",1,['psychic'],1
483,dialga,340,540,683.0,2,"['pressure', 'telepathy']",113,"{'hp': 100, 'attack': 120, 'defense': 120, 'special-attack': 150, 'special-defense': 100, 'speed': 90}",2,"['steel', 'dragon']",1
484,palkia,340,420,336.0,2,"['pressure', 'telepathy']",113,"{'hp': 90, 'attack': 120, 'defense': 100, 'special-attack': 150, 'special-defense': 120, 'speed': 100}",2,"['water', 'dragon']",1
485,heatran,300,170,430.0,2,"['flash-fire', 'flame-body']",100,"{'hp': 91, 'attack': 90, 'defense': 106, 'special-attack': 130, 'special-defense': 106, 'speed': 77}",2,"['fire', 'steel']",1
486,regigigas,335,370,420.0,1,['slow-start'],111,"{'hp': 110, 'attack': 160, 'defense': 110, 'special-attack': 80, 'special-defense': 110, 'speed': 100}",1,['normal'],1
487,giratina-altered,340,450,750.0,2,"['pressure', 'telepathy']",113,"{'hp': 150, 'attack': 100, 'defense': 120, 'special-attack': 100, 'special-defense': 120, 'speed': 90}",2,"['ghost', 'dragon']",1
488,cresselia,300,150,85.6,1,['levitate'],100,"{'hp': 120, 'attack': 70, 'defense': 120, 'special-attack': 75, 'special-defense': 130, 'speed': 85}",1,['psychic'],1
489,phione,216,40,3.1,1,['hydration'],80,"{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}",1,['water'],1
490,manaphy,270,30,1.4,1,['hydration'],100,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",1,['water'],1
491,darkrai,270,150,50.5,1,['bad-dreams'],100,"{'hp': 70, 'attack': 90, 'defense': 90, 'special-attack': 135, 'special-defense': 90, 'speed': 125}",1,['dark'],1
492,shaymin-land,270,20,2.1,1,['natural-cure'],100,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",1,['grass'],1
493,arceus,324,320,320.0,1,['multitype'],120,"{'hp': 120, 'attack': 120, 'defense': 120, 'special-attack': 120, 'special-defense': 120, 'speed': 120}",1,['normal'],1
494,victini,300,40,4.0,1,['victory-star'],100,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",2,"['psychic', 'fire']",1
495,snivy,62,60,8.1,2,"['overgrow', 'contrary']",51,"{'hp': 45, 'attack': 45, 'defense': 55, 'special-attack': 45, 'special-defense': 55, 'speed': 63}",1,['grass'],0
496,servine,145,80,16.0,2,"['overgrow', 'contrary']",68,"{'hp': 60, 'attack': 60, 'defense': 75, 'special-attack': 60, 'special-defense': 75, 'speed': 83}",1,['grass'],0
497,serperior,238,330,63.0,2,"['overgrow', 'contrary']",88,"{'hp': 75, 'attack': 75, 'defense': 95, 'special-attack': 75, 'special-defense': 95, 'speed': 113}",1,['grass'],0
498,tepig,62,50,9.9,2,"['blaze', 'thick-fat']",51,"{'hp': 65, 'attack': 63, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 45}",1,['fire'],0
499,pignite,146,100,55.5,2,"['blaze', 'thick-fat']",69,"{'hp': 90, 'attack': 93, 'defense': 55, 'special-attack': 70, 'special-defense': 55, 'speed': 55}",2,"['fire', 'fighting']",0
500,emboar,238,160,150.0,2,"['blaze', 'reckless']",88,"{'hp': 110, 'attack': 123, 'defense': 65, 'special-attack': 100, 'special-defense': 65, 'speed': 65}",2,"['fire', 'fighting']",0
501,oshawott,62,50,5.9,2,"['torrent', 'shell-armor']",51,"{'hp': 55, 'attack': 55, 'defense': 45, 'special-attack': 63, 'special-defense': 45, 'speed': 45}",1,['water'],0
502,dewott,145,80,24.5,2,"['torrent', 'shell-armor']",68,"{'hp': 75, 'attack': 75, 'defense': 60, 'special-attack': 83, 'special-defense': 60, 'speed': 60}",1,['water'],0
503,samurott,238,150,94.6,2,"['torrent', 'shell-armor']",88,"{'hp': 95, 'attack': 100, 'defense': 85, 'special-attack': 108, 'special-defense': 70, 'speed': 70}",1,['water'],0
504,patrat,51,50,11.6,3,"['run-away', 'keen-eye', 'analytic']",42,"{'hp': 45, 'attack': 55, 'defense': 39, 'special-attack': 35, 'special-defense': 39, 'speed': 42}",1,['normal'],0
505,watchog,147,110,27.0,3,"['illuminate', 'keen-eye', 'analytic']",70,"{'hp': 60, 'attack': 85, 'defense': 69, 'special-attack': 60, 'special-defense': 69, 'speed': 77}",1,['normal'],0
506,lillipup,55,40,4.1,3,"['vital-spirit', 'pickup', 'run-away']",45,"{'hp': 45, 'attack': 60, 'defense': 45, 'special-attack': 25, 'special-defense': 45, 'speed': 55}",1,['normal'],0
507,herdier,130,90,14.7,3,"['intimidate', 'sand-rush', 'scrappy']",61,"{'hp': 65, 'attack': 80, 'defense': 65, 'special-attack': 35, 'special-defense': 65, 'speed': 60}",1,['normal'],0
508,stoutland,250,120,61.0,3,"['intimidate', 'sand-rush', 'scrappy']",83,"{'hp': 85, 'attack': 110, 'defense': 90, 'special-attack': 45, 'special-defense': 90, 'speed': 80}",1,['normal'],0
509,purrloin,56,40,10.1,3,"['limber', 'unburden', 'prankster']",46,"{'hp': 41, 'attack': 50, 'defense': 37, 'special-attack': 50, 'special-defense': 37, 'speed': 66}",1,['dark'],0
510,liepard,156,110,37.5,3,"['limber', 'unburden', 'prankster']",74,"{'hp': 64, 'attack': 88, 'defense': 50, 'special-attack': 88, 'special-defense': 50, 'speed': 106}",1,['dark'],0
511,pansage,63,60,10.5,2,"['gluttony', 'overgrow']",52,"{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}",1,['grass'],0
512,simisage,174,110,30.5,2,"['gluttony', 'overgrow']",83,"{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}",1,['grass'],0
513,pansear,63,60,11.0,2,"['gluttony', 'blaze']",52,"{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}",1,['fire'],0
514,simisear,174,100,28.0,2,"['gluttony', 'blaze']",83,"{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}",1,['fire'],0
515,panpour,63,60,13.5,2,"['gluttony', 'torrent']",52,"{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}",1,['water'],0
516,simipour,174,100,29.0,2,"['gluttony', 'torrent']",83,"{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}",1,['water'],0
517,munna,58,60,23.3,3,"['forewarn', 'synchronize', 'telepathy']",48,"{'hp': 76, 'attack': 25, 'defense': 45, 'special-attack': 67, 'special-defense': 55, 'speed': 24}",1,['psychic'],0
518,musharna,170,110,60.5,3,"['forewarn', 'synchronize', 'telepathy']",81,"{'hp': 116, 'attack': 55, 'defense': 85, 'special-attack': 107, 'special-defense': 95, 'speed': 29}",1,['psychic'],0
519,pidove,53,30,2.1,3,"['big-pecks', 'super-luck', 'rivalry']",44,"{'hp': 50, 'attack': 55, 'defense': 50, 'special-attack': 36, 'special-defense': 30, 'speed': 43}",2,"['normal', 'flying']",0
520,tranquill,125,60,15.0,3,"['big-pecks', 'super-luck', 'rivalry']",59,"{'hp': 62, 'attack': 77, 'defense': 62, 'special-attack': 50, 'special-defense': 42, 'speed': 65}",2,"['normal', 'flying']",0
521,unfezant,244,120,29.0,3,"['big-pecks', 'super-luck', 'rivalry']",81,"{'hp': 80, 'attack': 115, 'defense': 80, 'special-attack': 65, 'special-defense': 55, 'speed': 93}",2,"['normal', 'flying']",0
522,blitzle,59,80,29.8,3,"['lightning-rod', 'motor-drive', 'sap-sipper']",49,"{'hp': 45, 'attack': 60, 'defense': 32, 'special-attack': 50, 'special-defense': 32, 'speed': 76}",1,['electric'],0
523,zebstrika,174,160,79.5,3,"['lightning-rod', 'motor-drive', 'sap-sipper']",82,"{'hp': 75, 'attack': 100, 'defense': 63, 'special-attack': 80, 'special-defense': 63, 'speed': 116}",1,['electric'],0
524,roggenrola,56,40,18.0,3,"['sturdy', 'weak-armor', 'sand-force']",46,"{'hp': 55, 'attack': 75, 'defense': 85, 'special-attack': 25, 'special-defense': 25, 'speed': 15}",1,['rock'],0
525,boldore,137,90,102.0,3,"['sturdy', 'weak-armor', 'sand-force']",65,"{'hp': 70, 'attack': 105, 'defense': 105, 'special-attack': 50, 'special-defense': 40, 'speed': 20}",1,['rock'],0
526,gigalith,258,170,260.0,3,"['sturdy', 'sand-stream', 'sand-force']",85,"{'hp': 85, 'attack': 135, 'defense': 130, 'special-attack': 60, 'special-defense': 80, 'speed': 25}",1,['rock'],0
527,woobat,65,40,2.1,3,"['unaware', 'klutz', 'simple']",53,"{'hp': 65, 'attack': 45, 'defense': 43, 'special-attack': 55, 'special-defense': 43, 'speed': 72}",2,"['psychic', 'flying']",0
528,swoobat,149,90,10.5,3,"['unaware', 'klutz', 'simple']",70,"{'hp': 67, 'attack': 57, 'defense': 55, 'special-attack': 77, 'special-defense': 55, 'speed': 114}",2,"['psychic', 'flying']",0
529,drilbur,66,30,8.5,3,"['sand-rush', 'sand-force', 'mold-breaker']",54,"{'hp': 60, 'attack': 85, 'defense': 40, 'special-attack': 30, 'special-defense': 45, 'speed': 68}",1,['ground'],0
530,excadrill,178,70,40.4,3,"['sand-rush', 'sand-force', 'mold-breaker']",84,"{'hp': 110, 'attack': 135, 'defense': 60, 'special-attack': 50, 'special-defense': 65, 'speed': 88}",2,"['ground', 'steel']",0
531,audino,390,110,31.0,3,"['healer', 'regenerator', 'klutz']",74,"{'hp': 103, 'attack': 60, 'defense': 86, 'special-attack': 60, 'special-defense': 86, 'speed': 50}",1,['normal'],0
532,timburr,61,60,12.5,3,"['guts', 'sheer-force', 'iron-fist']",50,"{'hp': 75, 'attack': 80, 'defense': 55, 'special-attack': 25, 'special-defense': 35, 'speed': 35}",1,['fighting'],0
533,gurdurr,142,120,40.0,3,"['guts', 'sheer-force', 'iron-fist']",67,"{'hp': 85, 'attack': 105, 'defense': 85, 'special-attack': 40, 'special-defense': 50, 'speed': 40}",1,['fighting'],0
534,conkeldurr,253,140,87.0,3,"['guts', 'sheer-force', 'iron-fist']",84,"{'hp': 105, 'attack': 140, 'defense': 95, 'special-attack': 55, 'special-defense': 65, 'speed': 45}",1,['fighting'],0
535,tympole,59,50,4.5,3,"['swift-swim', 'hydration', 'water-absorb']",49,"{'hp': 50, 'attack': 50, 'defense': 40, 'special-attack': 50, 'special-defense': 40, 'speed': 64}",1,['water'],0
536,palpitoad,134,80,17.0,3,"['swift-swim', 'hydration', 'water-absorb']",64,"{'hp': 75, 'attack': 65, 'defense': 55, 'special-attack': 65, 'special-defense': 55, 'speed': 69}",2,"['water', 'ground']",0
537,seismitoad,255,150,62.0,3,"['swift-swim', 'poison-touch', 'water-absorb']",84,"{'hp': 105, 'attack': 95, 'defense': 75, 'special-attack': 85, 'special-defense': 75, 'speed': 74}",2,"['water', 'ground']",0
538,throh,163,130,55.5,3,"['guts', 'inner-focus', 'mold-breaker']",77,"{'hp': 120, 'attack': 100, 'defense': 85, 'special-attack': 30, 'special-defense': 85, 'speed': 45}",1,['fighting'],0
539,sawk,163,140,51.0,3,"['sturdy', 'inner-focus', 'mold-breaker']",77,"{'hp': 75, 'attack': 125, 'defense': 75, 'special-attack': 30, 'special-defense': 75, 'speed': 85}",1,['fighting'],0
540,sewaddle,62,30,2.5,3,"['swarm', 'chlorophyll', 'overcoat']",51,"{'hp': 45, 'attack': 53, 'defense': 70, 'special-attack': 40, 'special-defense': 60, 'speed': 42}",2,"['bug', 'grass']",0
